name,category,type,city,street
Eddy Street & Divisadero Street,other,yes,,
Eddy Street & Fillmore Street,highway,bus_stop,,
Eddy Street & Fillmore Street,other,yes,,
Eddy Street & Gough Street,highway,bus_stop,,
Eddy Street & Gough Street,other,yes,,
Eddy Street & Hyde Street,highway,bus_stop,,
Eddy Street & Hyde Street,other,yes,,
Eddy Street & Jones Street,highway,bus_stop,,
Eddy Street & Jones Street,other,yes,,
Eddy Street & Laguna Street,highway,bus_stop,,
Eddy Street & Laguna Street,other,yes,,
Eddy Street & Larkin Street,highway,bus_stop,,
Eddy Street & Larkin Street,other,yes,,
Eddy Street & Larkin Street,other,yes,,
Eddy Street & Leavenworth Street,highway,bus_stop,,
Eddy Street & Leavenworth Street,other,yes,,
Eddy Street & Mason Street,highway,bus_stop,,
Eddy Street & Mason Street,other,yes,,
Eddy Street & Pierce Street,highway,bus_stop,,
Eddy Street & Pierce Street,other,yes,,
Eddy Street & Polk Street,highway,bus_stop,,
Eddy Street & Polk Street,other,yes,,
Eddy Street & Scott Street,highway,bus_stop,,
Eddy Street & Scott Street,other,yes,,
Eddy Street & Taylor Street,highway,bus_stop,,
Eddy Street & Taylor Street,other,yes,,
Eddy Street & Van Ness Avenue,highway,bus_stop,,
Eddy Street & Van Ness Avenue,other,yes,,
Eddy Street & Van Ness Avenue,other,yes,,
Eddy's Auto Service,shop,car_repair,San Francisco,Pacific Avenue
Eddy's Market,shop,convenience,San Francisco,Irving Street
Eddy's Tax and Accounting,office,accountant,San Francisco,25th Street
Edel Custom Tailors,shop,tailor,,
Eden Fine Art,tourism,gallery,San Francisco,Jefferson Street
Eden Fitness Studio,leisure,fitness_centre,,Bush Street
Edgar Degas Apartments,building,yes,San Francisco,Sutter Street
Edgardo Place,highway,service,,
Edge & Node House of Web3,office,company,San Francisco,Montgomery Street
Edge Brows,shop,beauty,,Geary Boulevard
Edgehill Heights,natural,peak,,
Edgehill Mountain Open Space,leisure,park,,
Edgemar Street,highway,residential,,
Edgewater,building,apartments,San Francisco,Berry Street
Edgewater,building,apartments,San Francisco,Berry Street
Edgewood Center For Children and Families,amenity,school,,Vicente Street
Edgewood Park,leisure,park,,
Edgewood Playground,leisure,playground,,
Edgeworth Hotel,building,yes,,O'Farrell Street
Edible Arrangements,shop,confectionery,San Francisco,West Portal Avenue
Edie Road,highway,unclassified,,
Edinburgh Castle,other,yes,San Francisco,Geary Street
Edith Street,highway,service,,
Edith Witt Senior Community,building,yes,,9th Street
Edna Street,highway,path,,
Edna Street,highway,steps,,
Edo,shop,hairdresser,,Haight Street
Education Center,building,yes,,
Education Center Building 29A,building,abandoned,,Avenue H
Education Center Building 29B,building,abandoned,,Avenue H
Education Center Building 29C,building,abandoned,,Avenue H
Education Center Building 29D,building,abandoned,,Avenue H
Education Center Building 29E,building,abandoned,,Avenue H
Edward II Inn,tourism,hotel,San Francisco,Scott Street
Edward Jones,office,financial_advisor,,California Street
Edward Jones,office,financial_advisor,,
Edward R Taylor Elementary School,amenity,school,,Burrows Street
"Edward Siyahanian, DDS",amenity,dentist,San Francisco,15th Avenue
Edwardian Hotel,tourism,hotel,San Francisco,Market Street
Edwards Cleaners,other,yes,,
Edwin and Anita Lee Newcomer School,amenity,school,San Francisco,Merchant Street
Edwin Klockars Blacksmithing,building,yes,,
Edwin M. Lee Apartments,building,apartments,,3rd Street
Eezy Freezy,shop,convenience,San Francisco,West Portal Avenue
EF,amenity,language_school,,
Effin Relax,amenity,clinic,,
Egbert Avenue,highway,residential,,
Egbert Switching Station,landuse,construction,,
Eggettes,amenity,cafe,San Francisco,Noriega Street
EHDD,office,architect,,
EHS,leisure,fitness_centre,,Valencia Street
ei - candles gifts more,shop,gift,,Chestnut Street
Eight Am,amenity,cafe,,Columbus Avenue
Eight Tables,amenity,restaurant,San Francisco,Kenneth Rexroth Place
"Eight watersheds, one water sf",tourism,information,,
EightThirtySeven,shop,hairdresser,San Francisco,Irving Street
Eiji,amenity,restaurant,San Francisco,Sanchez Street
Eileen Fisher,shop,clothes,,
El Ahorro Market,shop,supermarket,,Mission Street
El Aji,amenity,restaurant,San Francisco,Mission Street
El Arroyo,shop,laundry,,
El Buen Comer,amenity,restaurant,San Francisco,Mission Street
El Burger,amenity,fast_food,,Valencia Street
El Burrito Express,amenity,cafe,,Divisadero Street
El Burrito Express,amenity,fast_food,San Francisco,Taraval Street
El Cafe Tazo,amenity,cafe,,16th Street
El Café,amenity,cafe,San Francisco,Taraval Street
El Camino del Mar,highway,footway,,
El Camino del Mar,highway,path,,
El Camino del Mar,highway,secondary,,
El Camino del Mar,highway,service,,
El Camino del Mar,highway,steps,,
El Camino Real & Alp Avenue,highway,bus_stop,,
El Camino Real & Alp Avenue,other,yes,,
El Camino Real & Parkview Avenue,highway,bus_stop,,
El Camino Real & Parkview Avenue,other,yes,,
El Capistrano Apartments,building,apartments,San Francisco,25th Street
El Capitan Hotel,tourism,hotel,,Mission Street
El Capitan Taqueria,amenity,restaurant,,Folsom Street
El Capitán Taquería,other,yes,,
El Castillito,amenity,restaurant,,Mission Street
El Castillito Taqueria,amenity,fast_food,San Francisco,Golden Gate Avenue
El Castillito Taqueria,amenity,fast_food,,Church Street
El Chato,amenity,bar,,Bryant Street
El Chavo,shop,supermarket,,Mission Street
El Chavo Supermercado,shop,greengrocer,San Francisco,Ocean Avenue
El Chico Produce,shop,greengrocer,,
"El Chico Produce #4",shop,greengrocer,,24th Street
El Cid Campeador,tourism,artwork,,
El Corazon Furniture,shop,furniture,,Mission Street
El Corazón Café,amenity,cafe,,
El Dorado,building,apartments,,9th Street
El Dorado Elementary School,amenity,school,,
El Dorado Elementary School,amenity,school,,
El Dorado Travel,shop,travel_agency,,Mission Street
El Faro,amenity,restaurant,San Francisco,1st Street
El Faro,amenity,restaurant,,
El Farolito,amenity,restaurant,,
El Farolito,amenity,restaurant,,Grant Avenue
El Farolito Bar,amenity,bar,,Mission Street
El Gran Taco Loco,amenity,restaurant,,
El Honduras,amenity,restaurant,,Mission Street
El Jacal Mexican Grill,amenity,restaurant,San Francisco,Cortland Avenue
El Lopo,amenity,bar,San Francisco,Polk Street
El Mansour Restaurant,amenity,restaurant,San Francisco,Clement Street
El Metate,amenity,restaurant,San Francisco,Bryant Street
El Mil Amores,amenity,restaurant,,21st Street
El Mil Amores,amenity,restaurant,,
El Mirasol Place,highway,residential,,
El Paisa,amenity,restaurant,,Mission Street
El Paraiso,amenity,cafe,,Treat Avenue
El Plazuela Way,highway,residential,,
El Polin Loop,highway,footway,,
El Polin Loop,highway,path,,
El Polin Spring Connector Trail,highway,footway,,
El Pollo Supremo,amenity,restaurant,San Francisco,Mission Street
El Polín Creek,waterway,stream,,
El Polín Creek,waterway,stream,,
El Polín Creek,waterway,stream,,
El Polín Creek,waterway,stream,,
El Polín Creek,waterway,stream,,
El Polín Creek,waterway,stream,,
El Polín Creek,waterway,stream,,
